Source,Target,Weight
Tema LSI 2,aborto,-0.41697072949372926
Tema LSI 2,voto,0.25762989880285697
Tema LSI 2,pp,0.20172063387490416
Tema LSI 2,mujer,-0.12672196997155674
Tema LSI 2,él,0.0951460682987836
Tema LSI 2,decir,0.09451933543175571
Tema LSI 2,izquierda,0.09041932982384364
Tema LSI 2,@vox_es,0.0811395171332009
Tema LSI 2,pagar,0.07830176513672558
Tema LSI 3,mujer,0.7789422626466742
Tema LSI 3,derecho,-0.282569080060353
Tema LSI 3,hombre,0.2608862510991908
Tema LSI 3,igualdad,-0.239166098397783
Tema LSI 3,aborto,-0.18957214051005972
Tema LSI 3,género,-0.1282954635887449
Tema LSI 3,feminismo,0.10850328288575063
Tema LSI 3,decidir,0.09864485854271866
Tema LSI 3,vida,-0.09501004947576756
Tema LSI 3,decir,-0.09018294822929972
Tema LSI 4,derecho,-0.6990381038209798
Tema LSI 4,aborto,0.295437425918223
Tema LSI 4,privado,0.1841924974295145
Tema LSI 4,@emmarincon,-0.18233244938523732
Tema LSI 4,000,0.1799879569915741
Tema LSI 4,vida,-0.17425320288026006
Tema LSI 4,vox,0.1514762775582915
Tema LSI 4,público,0.1448543866507174
Tema LSI 4,año,0.13269931493941783
Tema LSI 4,león,0.12752732727119384
Tema LSI 5,voto,-0.6606078505712069
Tema LSI 5,él,0.5442287066172516
Tema LSI 5,derecho,-0.1951042925730237
Tema LSI 5,vox,0.15157495087849293
Tema LSI 5,mujer,-0.11815115839507674
Tema LSI 5,000,-0.09944423137174212
Tema LSI 5,decir,0.0986049494883359
Tema LSI 5,español,-0.095026395573514
Tema LSI 5,izquierdo,0.09174803425403717
Tema LSI 5,gobierno,-0.0914224204994398
Tema LSI 0,igualdad,-0.6292551820282312
Tema LSI 0,mujer,-0.3625959913785071
Tema LSI 0,aborto,-0.33711596567371155
Tema LSI 0,derecho,-0.22003291625533897
Tema LSI 0,él,-0.2115805254795607
Tema LSI 0,hombre,-0.1835266851260968
Tema LSI 0,vox,-0.17276719508209937
Tema LSI 0,género,-0.16095188513748207
Tema LSI 0,deber,-0.11312388438833404
Tema LSI 0,vida,-0.10959103037283073
Tema LSI 1,igualdad,-0.5969891034227529
Tema LSI 1,aborto,0.5772680501944706
Tema LSI 1,vox,0.24754884507661287
Tema LSI 1,derecho,0.2023387737258012
Tema LSI 1,él,0.19597946362691365
Tema LSI 1,género,-0.16709787619112543
Tema LSI 1,vida,0.13620799344084034
Tema LSI 1,año,0.0900602624025036
Tema LSI 1,000,0.08670147018899599
Tema LSI 1,hombre,-0.08362274058465881
Tema LSI 2,vox,0.7608661254942949
Tema LSI 2,aborto,-0.4169798729657621
Tema LSI 2,voto,0.2576237951812389
Tema LSI 2,pp,0.2017080990544082
Tema LSI 2,mujer,-0.1267227004891523
Tema LSI 2,él,0.09515762888130296
Tema LSI 2,decir,0.09450036019309166
Tema LSI 2,izquierda,0.09038561153128927
Tema LSI 2,@vox_es,0.08127096728716655
Tema LSI 2,pagar,0.07825407535349424
Tema LSI 3,mujer,0.7789535041794877
Tema LSI 3,derecho,-0.28253825795246407
Tema LSI 3,hombre,0.2609036748791205
Tema LSI 3,igualdad,-0.23917877310197466
Tema LSI 3,aborto,-0.18955388272112575
Tema LSI 3,género,-0.12825166958279385
Tema LSI 3,feminismo,0.1084343448498011
Tema LSI 3,decidir,0.09869515721325814
Tema LSI 3,vida,-0.09502310841196206
Tema LSI 3,decir,-0.09017899378030726
Tema LSI 4,derecho,0.699050512590496
Tema LSI 4,aborto,-0.29540130395942327
Tema LSI 4,privado,-0.18415669776823523
Tema LSI 4,@emmarincon,0.1822932743026207
Tema LSI 4,000,-0.17999928773669946
Tema LSI 4,vida,0.17418194069864543
Tema LSI 4,vox,-0.15145709608283736
Tema LSI 4,público,-0.14484884192999653
Tema LSI 4,año,-0.13272723827025318
Tema LSI 4,león,-0.12752135478532664
Tema LSI 5,voto,0.6606419796648566
Tema LSI 5,él,-0.5442933837394592
Tema LSI 5,derecho,0.19512195932963206
Tema LSI 5,vox,-0.15165676747769122
Tema LSI 5,mujer,0.1181102838064587
Tema LSI 5,000,0.09929904345358401
Tema LSI 5,decir,-0.09851881270477202
Tema LSI 5,español,0.09500791528082322
Tema LSI 5,izquierdo,-0.09177870285840412
Tema LSI 5,gobierno,0.09148097308457077
Tema LSI 6,él,0.4820067197722707
Tema LSI 6,voto,0.48041223299843644
Tema LSI 6,vox,-0.34856307700247574
Tema LSI 6,izquierdo,0.34599603511663407
Tema LSI 6,derecho,-0.1830377723719898
Tema LSI 6,medio,0.13865130163826694
Tema LSI 6,pasar,0.13448263856443124
Tema LSI 6,quedar,0.1013694438980876
Tema LSI 6,idea,0.09985831134433812
Tema LSI 6,privado,-0.09744349242298028
Tema LSI 0,igualdad,0.6292484719459055
Tema LSI 0,mujer,0.3625982338437939
Tema LSI 0,aborto,0.33711782583201055
Tema LSI 0,derecho,0.22003283412729502
Tema LSI 0,él,0.21158303998125863
Tema LSI 0,hombre,0.18352763602414984
Tema LSI 0,vox,0.17276846157877382
Tema LSI 0,género,0.1609569434380923
Tema LSI 0,deber,0.11312093226237875
Tema LSI 0,vida,0.10959206802916263
Tema LSI 1,igualdad,-0.5969872059396043
Tema LSI 1,aborto,0.5772656521899151
Tema LSI 1,vox,0.24754812025004969
Tema LSI 1,derecho,0.20234082589496769
Tema LSI 1,él,0.19598572247535928
Tema LSI 1,género,-0.1670917004883609
Tema LSI 1,vida,0.13620990618926523
Tema LSI 1,año,0.09007880952142666
Tema LSI 1,000,0.08667724383064802
Tema LSI 1,hombre,-0.08363070013619185
Tema LSI 2,vox,0.7608590605096057
Tema LSI 2,aborto,-0.4169738424815434
Tema LSI 2,voto,0.2576314069481663
Tema LSI 2,pp,0.2017265006574883
Tema LSI 2,mujer,-0.1267195827618911
Tema LSI 2,él,0.0951219302275332
Tema LSI 2,decir,0.09450190574954269
Tema LSI 2,izquierda,0.09039326960056135
Tema LSI 2,@vox_es,0.08122820769502968
Tema LSI 2,pagar,0.07827064960617013
Tema LSI 3,mujer,0.7789433505469334
Tema LSI 3,derecho,-0.28255106457085755
Tema LSI 3,hombre,0.2608484739633714
Tema LSI 3,igualdad,-0.23914929978723878
Tema LSI 3,aborto,-0.18958380045311535
Tema LSI 3,género,-0.12833689809275067
Tema LSI 3,feminismo,0.10841881106592548
Tema LSI 3,decidir,0.09869249242371209
Tema LSI 3,vida,-0.09504676313370806
Tema LSI 3,decir,-0.09013703365647528
Tema LSI 4,derecho,-0.6990327000478762
Tema LSI 4,aborto,0.29543316620553944
Tema LSI 4,privado,0.18420461907326618
Tema LSI 4,@emmarincon,-0.1823279369791234
Tema LSI 4,000,0.1800052081280166
Tema LSI 4,vida,-0.174218545263054
Tema LSI 4,vox,0.15141213965260925
Tema LSI 4,público,0.14490039945823247
Tema LSI 4,año,0.1327070605417881
Tema LSI 4,león,0.12753004697488063
Tema LSI 5,voto,0.660617048462569
Tema LSI 5,él,-0.5443477177491516
Tema LSI 5,derecho,0.19510906319503263
Tema LSI 5,vox,-0.15160271787659654
Tema LSI 5,mujer,0.11815048048447077
Tema LSI 5,000,0.09942673036925896
Tema LSI 5,decir,-0.09867134216717784
Tema LSI 5,español,0.09513100428659022
Tema LSI 5,izquierdo,-0.09175510198291711
Tema LSI 5,gobierno,0.09158926791527808
Tema LSI 6,él,-0.4819044350417053
Tema LSI 6,voto,-0.48039896916234087
Tema LSI 6,vox,0.34849910075532303
Tema LSI 6,izquierdo,-0.3460864475337847
Tema LSI 6,derecho,0.18309571407533046
Tema LSI 6,medio,-0.1384776488460465
Tema LSI 6,pasar,-0.13448409291283647
Tema LSI 6,quedar,-0.10113774167389741
Tema LSI 6,idea,-0.09981918623328316
Tema LSI 6,privado,0.0972707826790492
Tema LSI 7,privado,0.3387094563235994
Tema LSI 7,público,0.32230859989658656
Tema LSI 7,aborto,-0.29940941061434645
Tema LSI 7,izquierdo,0.2943807238776469
Tema LSI 7,derecho,0.23006794948445974
Tema LSI 7,león,0.225088956967095
Tema LSI 7,castilla,0.2119649574019873
Tema LSI 7,valladolid,0.1941800558637762
Tema LSI 7,euros,0.19063250507158871
Tema LSI 7,año,0.1895367250073554
Tema LSI 0,igualdad,0.6292497584706793
Tema LSI 0,mujer,0.3625968347722655
Tema LSI 0,aborto,0.3371175152998543
Tema LSI 0,derecho,0.2200328219427593
Tema LSI 0,él,0.211585063548465
Tema LSI 0,hombre,0.1835293263566777
Tema LSI 0,vox,0.17276940767316526
Tema LSI 0,género,0.16095102923059582
Tema LSI 0,deber,0.1131216639388635
Tema LSI 0,vida,0.10958849303874575
Tema LSI 1,igualdad,-0.5969840412492636
Tema LSI 1,aborto,0.5772590573758812
Tema LSI 1,vox,0.2475381412351202
Tema LSI 1,derecho,0.2023481605531203
Tema LSI 1,él,0.1959841213937762
Tema LSI 1,género,-0.16708650480828396
Tema LSI 1,vida,0.13621504031560763
Tema LSI 1,año,0.09007934833706231
Tema LSI 1,000,0.08669332930342212
Tema LSI 1,hombre,-0.08362862585791413
Tema LSI 2,vox,-0.7608650098117197
Tema LSI 2,aborto,0.41698628327083875
Tema LSI 2,voto,-0.2576241926976515
Tema LSI 2,pp,-0.20171406971985653
Tema LSI 2,mujer,0.12669815221871503
Tema LSI 2,él,-0.0951412282877529
Tema LSI 2,decir,-0.09451999216859065
Tema LSI 2,izquierda,-0.09040812340554659
Tema LSI 2,@vox_es,-0.08118426744606867
Tema LSI 2,pagar,-0.078248565250969
Tema LSI 3,mujer,-0.7789264085183946
Tema LSI 3,derecho,0.2825535909124539
Tema LSI 3,hombre,-0.26084399580262185
Tema LSI 3,igualdad,0.23915634725400872
Tema LSI 3,aborto,0.18955631678969292
Tema LSI 3,género,0.12832765577895686
Tema LSI 3,feminismo,-0.10847942659130176
Tema LSI 3,decidir,-0.09872067407553226
Tema LSI 3,vida,0.09506401341632063
Tema LSI 3,decir,0.09014934770582368
Tema LSI 4,derecho,-0.699013204972481
Tema LSI 4,aborto,0.29538859271850326
Tema LSI 4,privado,0.18423141976988341
Tema LSI 4,@emmarincon,-0.1823288689601049
Tema LSI 4,000,0.18000632356201599
Tema LSI 4,vida,-0.1742857684849069
Tema LSI 4,vox,0.1514289889943771
Tema LSI 4,público,0.1448119054813634
Tema LSI 4,año,0.1326461334265152
Tema LSI 4,león,0.12751914790947194
Tema LSI 5,voto,-0.6605472856118264
Tema LSI 5,él,0.5442840392629044
Tema LSI 5,derecho,-0.1951614479281902
Tema LSI 5,vox,0.15166877978420307
Tema LSI 5,mujer,-0.11812502329920196
Tema LSI 5,000,-0.09949301173381218
Tema LSI 5,decir,0.09856045434770627
Tema LSI 5,español,-0.09497723127344282
Tema LSI 5,izquierdo,0.0917958304220468
Tema LSI 5,gobierno,-0.09143824731690749
Tema LSI 6,él,0.4819382181987047
Tema LSI 6,voto,0.48044246492298043
Tema LSI 6,vox,-0.3484722946033901
Tema LSI 6,izquierdo,0.34600157555349353
Tema LSI 6,derecho,-0.18306600704295456
Tema LSI 6,medio,0.138593336976303
Tema LSI 6,pasar,0.13447254048129245
Tema LSI 6,quedar,0.10115171161238067
Tema LSI 6,idea,0.09946648788409251
Tema LSI 6,privado,-0.09737921160095758
Tema LSI 7,privado,-0.3385433656293771
Tema LSI 7,público,-0.322033975679757
Tema LSI 7,aborto,0.29942108997469746
Tema LSI 7,izquierdo,-0.294377950705426
Tema LSI 7,derecho,-0.23002550446764108
Tema LSI 7,león,-0.22536620088602172
Tema LSI 7,castilla,-0.21202576454007033
Tema LSI 7,valladolid,-0.19411989625285989
Tema LSI 7,euros,-0.19076768794412405
Tema LSI 7,año,-0.18936589437375145
Tema LSI 8,izquierdo,0.47217698657435936
Tema LSI 8,dirigir,-0.3987344683251058
Tema LSI 8,volver,-0.3930148613092502
Tema LSI 8,gallardo,-0.3633457641237067
Tema LSI 8,medio,0.3495927158081193
Tema LSI 8,él,-0.18257188459813903
Tema LSI 8,marcelo,-0.15460080434850088
Tema LSI 8,año,-0.10741848259642003
Tema LSI 8,género,0.10308106072029657
Tema LSI 8,vida,0.09526478085824723
Tema LSI 0,igualdad,-0.6292515934921623
Tema LSI 0,mujer,-0.3625951140171204
Tema LSI 0,aborto,-0.33711838504847386
Tema LSI 0,derecho,-0.22003202648163697
Tema LSI 0,él,-0.21158188208807574
Tema LSI 0,hombre,-0.1835280382706391
Tema LSI 0,vox,-0.17276741042676758
Tema LSI 0,género,-0.16095358547425992
Tema LSI 0,deber,-0.11311848847853688
Tema LSI 0,vida,-0.10959061746884545
Tema LSI 1,igualdad,0.5969871647825877
Tema LSI 1,aborto,-0.5772638369593055
Tema LSI 1,vox,-0.2475578668678311
Tema LSI 1,derecho,-0.2023381095248016
Tema LSI 1,él,-0.1959778592376495
Tema LSI 1,género,0.16709350928175798
Tema LSI 1,vida,-0.13621089808248138
Tema LSI 1,año,-0.09005694835196859
Tema LSI 1,000,-0.08669288882313769
Tema LSI 1,hombre,0.0836202708482235
Tema LSI 2,vox,0.7608613523712799
Tema LSI 2,aborto,-0.4169751048584361
Tema LSI 2,voto,0.25763292910097735
Tema LSI 2,pp,0.20170043000576648
Tema LSI 2,mujer,-0.12671607559723738
Tema LSI 2,él,0.09513773485033303
Tema LSI 2,decir,0.09449375048493885
Tema LSI 2,izquierda,0.09039391467750914
Tema LSI 2,@vox_es,0.08123533082318009
Tema LSI 2,pagar,0.07825861349598431
Tema LSI 3,mujer,0.7789380119341253
Tema LSI 3,derecho,-0.2825774691201149
Tema LSI 3,hombre,0.26087244436860396
Tema LSI 3,igualdad,-0.23915952942407404
Tema LSI 3,aborto,-0.1895532569436388
Tema LSI 3,género,-0.12829871115138528
Tema LSI 3,feminismo,0.10849290075795183
Tema LSI 3,decidir,0.09878803119251536
Tema LSI 3,vida,-0.09505962886256082
Tema LSI 3,decir,-0.09017142515478813
Tema LSI 4,derecho,0.699017605612488
Tema LSI 4,aborto,-0.2953906523422851
Tema LSI 4,privado,-0.18416840851457467
Tema LSI 4,@emmarincon,0.182382821891328
Tema LSI 4,000,-0.17998226775375595
Tema LSI 4,vida,0.17422514425598604
Tema LSI 4,vox,-0.15144669046419926
Tema LSI 4,público,-0.14497725183046256
Tema LSI 4,año,-0.1327358182207227
Tema LSI 4,león,-0.12762968658756169
Tema LSI 5,voto,-0.660639354893089
Tema LSI 5,él,0.544266842131738
Tema LSI 5,derecho,-0.1951180054666042
Tema LSI 5,vox,0.151636976497382
Tema LSI 5,mujer,-0.11820161119395638
Tema LSI 5,000,-0.09933470910092007
Tema LSI 5,decir,0.09859283847307211
Tema LSI 5,español,-0.09498690346335095
Tema LSI 5,izquierdo,0.09176012870025728
Tema LSI 5,gobierno,-0.09132857993038149
Tema LSI 6,él,-0.48198676510791083
Tema LSI 6,voto,-0.48037614813549984
Tema LSI 6,vox,0.348544788070273
Tema LSI 6,izquierdo,-0.3460701420104288
Tema LSI 6,derecho,0.18302541836894756
Tema LSI 6,medio,-0.13851169606259164
Tema LSI 6,pasar,-0.13451003721062813
Tema LSI 6,quedar,-0.10119834269968471
Tema LSI 6,idea,-0.10007989248504635
Tema LSI 6,privado,0.09719996347930313
Tema LSI 7,privado,0.33863917080325306
Tema LSI 7,público,0.3221132734628649
Tema LSI 7,aborto,-0.2993895266603818
Tema LSI 7,izquierdo,0.29425030132638275
Tema LSI 7,derecho,0.23007675735886937
Tema LSI 7,león,0.22519251856219524
Tema LSI 7,castilla,0.2119408530251736
Tema LSI 7,valladolid,0.19414699754250409
Tema LSI 7,euros,0.190553266066629
Tema LSI 7,año,0.18937404459337065
Tema LSI 8,izquierdo,-0.4723154519810081
Tema LSI 8,dirigir,0.39887659260792524
Tema LSI 8,volver,0.39303956155003245
Tema LSI 8,gallardo,0.3634012553470821
Tema LSI 8,medio,-0.34936962388322784
Tema LSI 8,él,0.18262067729253695
Tema LSI 8,marcelo,0.15414524794134773
Tema LSI 8,año,0.10760609157956326
Tema LSI 8,género,-0.1030405826336172
Tema LSI 8,vida,-0.09508023275125697
Tema LSI 9,volver,0.34325487099429564
Tema LSI 9,él,-0.3103884325091593
Tema LSI 9,dirigir,0.3024500569810714
Tema LSI 9,gallardo,0.294248273254319
Tema LSI 9,humano,0.2830908207144444
Tema LSI 9,@emmarincon,0.2636098317834527
Tema LSI 9,izquierdo,0.2545713338510741
Tema LSI 9,medio,0.24225778065573755
Tema LSI 9,vida,0.23588212135890685
Tema LSI 9,derecho,-0.20045548409269393
